,category_id,bbox,file_name
127,0,"[62.5, 579.5, 152.13371266002846, 148.71977240398292]",Calc-Training_P_00954_RIGHT_MLO.png
128,0,"[359.5, 604.5, 42.00803981623278, 33.56623277182234]",Mass-Training_P_00420_RIGHT_CC.png
129,0,"[423.5, 673.0, 31.15428790199081, 36.17917304747323]",Mass-Training_P_00420_RIGHT_CC.png
130,0,"[161.0, 202.0, 425.9476149914821, 263.1707836456559]",Calc-Training_P_01358_RIGHT_CC.png
131,0,"[148.0, 420.0, 38.627373417721515, 35.512262658227826]",Calc-Training_P_01128_RIGHT_CC.png
132,0,"[209.5, 266.5, 90.10113392583511, 74.81612013484522]",Mass-Training_P_01669_LEFT_CC.png
133,0,"[44.5, 369.5, 54.044117647058826, 50.29411764705884]",Mass-Training_P_00254_LEFT_CC.png
134,0,"[58.0, 762.5, 68.98357533920495, 75.7319685789098]",Mass-Training_P_01694_RIGHT_CC.png
135,0,"[311.5, 513.0, 45.38996372430473, 34.2805320435308]",Calc-Training_P_01770_LEFT_MLO.png
136,0,"[464.5, 325.0, 24.391592920353958, 28.108407079646042]",Calc-Training_P_00989_RIGHT_CC.png
137,0,"[407.0, 370.0, 20.674778761061987, 24.391592920353958]",Calc-Training_P_00989_RIGHT_CC.png
138,0,"[128.0, 606.5, 61.33682830930536, 45.412844036697265]",Mass-Training_P_02092_LEFT_MLO.png
139,0,"[147.0, 556.5, 136.3412857403023, 108.04042979420865]",Mass-Training_P_00319_LEFT_CC.png
140,0,"[204.0, 430.0, 100.43285472972971, 109.30109797297297]",Mass-Training_P_00797_LEFT_MLO.png
141,0,"[184.5, 300.0, 124.22042370864085, 134.21804332301832]",Calc-Training_P_00606_LEFT_CC.png
142,0,"[90.0, 506.5, 243.62309644670052, 137.0241116751269]",Calc-Training_P_01786_RIGHT_MLO.png
143,0,"[222.5, 316.5, 202.06310679611647, 222.81553398058253]",Mass-Training_P_00695_RIGHT_CC.png
144,0,"[183.5, 500.0, 10.448673184357517, 6.0492318435754555]",Calc-Training_P_00539_RIGHT_MLO.png
145,0,"[202.5, 498.5, 8.982192737430154, 7.51571229050279]",Calc-Training_P_00539_RIGHT_MLO.png
146,0,"[192.5, 513.5, 10.448673184357546, 7.515712290502847]",Calc-Training_P_00539_RIGHT_MLO.png
147,0,"[371.5, 335.0, 41.07267037552157, 44.72357440890124]",Mass-Training_P_00914_LEFT_MLO.png
148,0,"[426.5, 596.0, 44.17593880389427, 46.54902642559114]",Mass-Training_P_00914_LEFT_MLO.png
149,0,"[362.5, 600.0, 48.922114047287884, 49.83484005563287]",Mass-Training_P_00914_LEFT_MLO.png
150,0,"[142.5, 738.5, 51.024017873766525, 46.918637125302546]",Mass-Training_P_01509_RIGHT_CC.png
151,0,"[1.5, 756.0, 108.5816062176166, 113.79533678756479]",Mass-Training_P_00719_LEFT_CC.png
152,0,"[295.0, 605.0, 9.612913588178571, 16.358817860584622]",Calc-Training_P_00916_RIGHT_MLO.png
153,0,"[254.0, 695.5, 34.5168906647294, 23.074827460951724]",Calc-Training_P_01161_LEFT_MLO.png
154,0,"[78.5, 518.0, 234.44730077120823, 174.67866323907458]",Calc-Training_P_00316_RIGHT_MLO.png
155,0,"[195.5, 490.0, 47.369653449890734, 59.17108960349668]",Calc-Training_P_00930_LEFT_MLO.png
156,0,"[335.0, 373.0, 46.84938991076308, 48.570387907484935]",Mass-Training_P_01086_LEFT_MLO.png
157,0,"[342.5, 474.0, 42.83372791841197, 38.053177927517766]",Mass-Training_P_00444_LEFT_MLO.png
158,0,"[102.0, 368.5, 98.17626365487871, 94.48250324014072]",Mass-Training_P_01474_RIGHT_MLO.png
159,0,"[380.5, 421.0, 11.638813096862236, 14.50375170532061]",Calc-Training_P_01262_RIGHT_MLO.png
160,0,"[409.5, 455.5, 11.638813096862236, 15.75716234652117]",Calc-Training_P_01262_RIGHT_MLO.png
161,0,"[342.0, 475.5, 15.936221009549799, 17.36869031377904]",Calc-Training_P_01262_RIGHT_MLO.png
162,0,"[53.5, 352.5, 336.57838983050846, 324.1207627118644]",Calc-Training_P_01313_LEFT_CC.png
163,0,"[414.0, 323.0, 27.349943374858412, 24.631936579841465]",Calc-Training_P_01730_LEFT_CC.png
164,0,"[238.0, 503.0, 54.816656308265976, 42.09136109384707]",Mass-Training_P_00235_RIGHT_MLO.png
165,0,"[233.5, 773.5, 84.32890183937351, 59.85248588599529]",Calc-Training_P_00189_LEFT_MLO.png
166,0,"[232.0, 385.5, 91.53260869565216, 80.57608695652169]",Calc-Training_P_00937_RIGHT_CC.png
167,0,"[210.5, 478.0, 63.29448187943907, 72.66435986159172]",Mass-Training_P_01206_RIGHT_MLO.png
168,0,"[279.5, 580.0, 56.6709844559586, 69.1386010362695]",Mass-Training_P_00818_RIGHT_MLO.png
169,0,"[36.5, 372.0, 40.54319371727749, 46.04057591623041]",Calc-Training_P_00422_LEFT_CC.png
170,0,"[263.0, 308.5, 80.44354838709677, 141.50042444821736]",Mass-Training_P_00236_RIGHT_MLO.png
171,0,"[596.5, 321.0, 68.17579505300353, 55.885600706713774]",Mass-Training_P_00175_RIGHT_CC.png
172,0,"[273.0, 427.5, 90.98516949152543, 98.54872881355931]",Mass-Training_P_00929_LEFT_CC.png
173,0,"[141.5, 605.0, 50.673829903478406, 38.43562192678928]",Calc-Training_P_01264_RIGHT_MLO.png
174,0,"[328.0, 526.0, 62.38395841069439, 71.35165243223173]",Mass-Training_P_00935_LEFT_MLO.png
175,0,"[304.0, 416.5, 90.31376834217917, 90.47767717764594]",Calc-Training_P_01585_RIGHT_CC.png
176,0,"[191.0, 524.0, 88.26147151898732, 83.06962025316454]",Mass-Training_P_00901_RIGHT_CC.png
177,0,"[80.5, 665.5, 187.58878164268808, 93.3163358222547]",Calc-Training_P_00832_RIGHT_MLO.png
178,0,"[228.0, 432.5, 309.79525862068965, 371.34698275862064]",Calc-Training_P_01358_RIGHT_MLO.png
179,0,"[227.5, 385.0, 70.571852952098, 71.936502042332]",Mass-Training_P_00648_LEFT_MLO.png
180,0,"[25.5, 273.0, 201.43933539412674, 176.28477588871715]",Calc-Training_P_02218_LEFT_MLO.png
181,0,"[166.5, 628.5, 116.95084145261292, 93.0026572187777]",Mass-Training_P_00172_LEFT_CC.png
182,0,"[38.0, 269.0, 66.63807890222985, 71.81603773584902]",Mass-Training_P_00540_LEFT_CC.png
183,0,"[60.0, 240.0, 28.88696745794686, 32.848608709322434]",Calc-Training_P_01229_RIGHT_CC.png
184,0,"[204.5, 460.0, 59.70052083333331, 61.29557291666663]",Mass-Training_P_01674_LEFT_CC.png
185,0,"[226.0, 732.0, 34.89053948397188, 38.1743549648163]",Mass-Training_P_00661_LEFT_CC.png
186,0,"[14.0, 293.5, 109.12682333873582, 158.4785251215559]",Calc-Training_P_02393_LEFT_CC.png
187,0,"[58.0, 496.5, 58.20847602739725, 67.19820205479448]",Mass-Training_P_01097_LEFT_CC.png
188,0,"[368.0, 328.0, 48.96563814866761, 35.159537166900456]",Mass-Training_P_00914_LEFT_CC.png
189,0,"[189.0, 329.0, 50.622370266479656, 51.35869565217388]",Mass-Training_P_00914_LEFT_CC.png
190,0,"[303.0, 417.5, 52.64726507713885, 47.492987377279064]",Mass-Training_P_00914_LEFT_CC.png
191,0,"[51.5, 565.0, 111.92208904109589, 148.77996575342468]",Mass-Training_P_00997_LEFT_MLO.png
192,0,"[287.0, 483.5, 49.20649738610899, 74.69193427931299]",Calc-Training_P_01818_LEFT_MLO.png
193,0,"[269.0, 575.0, 33.038793103448256, 33.49137931034477]",Mass-Training_P_00972_LEFT_CC.png
194,0,"[195.5, 362.5, 38.19075866375272, 82.44614423977521]",Calc-Training_P_01060_RIGHT_CC.png
195,0,"[301.0, 437.0, 71.28807106598987, 51.744923857868]",Calc-Training_P_00710_RIGHT_CC.png
196,0,"[105.0, 623.5, 124.78483794176893, 86.33034242812664]",Calc-Training_P_00606_LEFT_MLO.png
197,0,"[268.0, 438.0, 44.98487903225805, 50.27721774193549]",Mass-Training_P_00465_LEFT_MLO.png
198,0,"[33.5, 508.0, 30.27476255088196, 31.52137042062412]",Mass-Training_P_00607_RIGHT_CC.png
199,0,"[110.0, 445.0, 70.38993469074146, 206.73261621206296]",Calc-Training_P_02460_RIGHT_CC.png
200,0,"[0.0, 610.5, 110.93749999999999, 168.0803571428571]",Calc-Training_P_00438_LEFT_MLO.png
201,0,"[138.0, 463.0, 80.04582378671111, 62.54946886065409]",Calc-Training_P_01679_RIGHT_CC.png
202,0,"[152.0, 463.5, 91.39676113360323, 91.04251012145748]",Mass-Training_P_00226_LEFT_CC.png
203,0,"[0.0, 303.0, 68.3445945945946, 83.00675675675677]",Mass-Training_P_00848_LEFT_CC.png
204,0,"[110.0, 510.5, 97.87988780729252, 84.02078864873789]",Calc-Training_P_02285_LEFT_CC.png
205,0,"[347.0, 487.5, 129.47635135135135, 142.33530405405403]",Mass-Training_P_00706_RIGHT_CC.png
206,0,"[222.5, 284.0, 127.58182633388132, 89.919294574802]",Calc-Training_P_02456_LEFT_MLO.png
207,0,"[196.5, 403.5, 89.8743398288108, 98.86177381169186]",Calc-Training_P_01100_RIGHT_CC.png
208,0,"[33.0, 371.5, 84.375, 82.54573170731709]",Calc-Training_P_00136_LEFT_CC.png
209,0,"[300.5, 390.0, 61.28968645237626, 73.29915204101752]",Calc-Training_P_00392_LEFT_CC.png
210,0,"[262.5, 397.5, 73.37726933598606, 78.59985078338724]",Calc-Training_P_00595_LEFT_CC.png
211,0,"[151.5, 525.5, 127.64423076923075, 164.7836538461538]",Mass-Training_P_01270_RIGHT_MLO.png
212,0,"[325.5, 249.5, 161.5384615384615, 166.22596153846155]",Mass-Training_P_01270_RIGHT_MLO.png
213,0,"[195.0, 268.0, 68.03138595400867, 34.097265382224975]",Calc-Training_P_01342_LEFT_CC.png
214,0,"[167.0, 316.0, 43.92930327868851, 43.929303278688565]",Mass-Training_P_00254_LEFT_MLO.png
215,0,"[278.5, 697.0, 33.69680851063828, 31.09042553191489]",Mass-Training_P_00432_LEFT_MLO.png
216,0,"[191.0, 765.0, 43.37765957446808, 44.12234042553189]",Mass-Training_P_00432_LEFT_MLO.png
217,0,"[281.5, 463.0, 74.71494932432432, 106.64062499999994]",Calc-Training_P_01043_RIGHT_MLO.png
218,0,"[342.0, 444.0, 13.461538461538453, 30.512820512820497]",Mass-Training_P_00730_RIGHT_CC.png
219,0,"[201.5, 440.0, 101.11607142857142, 116.74107142857144]",Mass-Training_P_00408_RIGHT_MLO.png
220,0,"[146.0, 500.0, 177.38356766256592, 243.81590509666088]",Calc-Training_P_00937_LEFT_MLO.png
221,0,"[371.5, 383.5, 66.96712619300109, 52.17391304347825]",Mass-Training_P_01454_LEFT_MLO.png
222,0,"[165.5, 430.0, 64.63303587688947, 61.955927881988714]",Mass-Training_P_01799_LEFT_CC.png
223,0,"[65.0, 468.5, 155.78703703703704, 157.6388888888889]",Calc-Training_P_01122_LEFT_MLO.png
224,0,"[113.0, 314.0, 47.438752783964375, 50.77951002227172]",Mass-Training_P_01981_RIGHT_MLO.png
225,0,"[251.5, 697.5, 94.96587030716722, 113.55588737201367]",Mass-Training_P_00039_RIGHT_CC.png
226,0,"[117.5, 435.0, 208.47672064777325, 112.12044534412956]",Calc-Training_P_00280_LEFT_CC.png
227,0,"[304.5, 522.5, 89.23796791443851, 83.62299465240642]",Calc-Training_P_02259_LEFT_CC.png
228,0,"[159.0, 462.5, 49.49922293213606, 48.41132792263858]",Mass-Training_P_01553_RIGHT_MLO.png
229,0,"[321.5, 335.0, 59.34474217518578, 62.89124071155146]",Calc-Training_P_00787_LEFT_CC.png
230,0,"[159.5, 521.0, 79.5398880335899, 130.97445766270118]",Calc-Training_P_00574_RIGHT_CC.png
231,0,"[71.0, 779.5, 29.177261169633127, 32.80058118416264]",Mass-Training_P_01694_RIGHT_MLO.png
232,0,"[84.5, 535.0, 116.76081342801808, 114.04938670109743]",Calc-Training_P_01365_LEFT_MLO.png
233,0,"[154.0, 398.0, 65.40254237288136, 71.18644067796612]",Mass-Training_P_01841_RIGHT_CC.png
234,0,"[9.5, 323.0, 391.65428889714076, 347.98551800965464]",Calc-Training_P_02105_LEFT_MLO.png
235,0,"[49.0, 484.5, 73.11241610738254, 75.40268456375844]",Mass-Training_P_00902_LEFT_CC.png
236,0,"[29.0, 516.5, 77.73699664429532, 83.24244966442963]",Mass-Training_P_01593_LEFT_CC.png
237,0,"[0.0, 308.0, 157.58853288364247, 151.61256323777405]",Mass-Training_P_01668_LEFT_CC.png
238,0,"[585.5, 179.5, 61.37259194395791, 57.00525394045533]",Mass-Training_P_01824_RIGHT_CC.png
239,0,"[214.5, 554.5, 132.28837025316457, 114.01305379746827]",Calc-Training_P_00005_RIGHT_CC.png
240,0,"[7.0, 700.5, 73.27013291634088, 98.71970289288515]",Calc-Training_P_02220_LEFT_CC.png
241,0,"[287.0, 315.0, 61.31537554069996, 64.41211167911916]",Mass-Training_P_00653_LEFT_CC.png
242,0,"[221.5, 388.0, 73.62046985977057, 101.15643780732108]",Calc-Training_P_01424_LEFT_CC.png
243,0,"[25.0, 665.5, 99.46704698994145, 77.39828854526354]",Mass-Training_P_01413_RIGHT_MLO.png
244,0,"[204.5, 472.5, 79.33433219178079, 69.44563356164383]",Mass-Training_P_00133_LEFT_MLO.png
